id;nazwa;miasto;kod;link www;e-mail;tel 1;tel 2;fax;x;y;ulica;numer
6477;Pod Zrêbem 8;Gdañsk;80-821;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.341310;18.648599;Pod Zrêbnem;8
6478;Batorego 35;Gdañsk;80-251;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.377973;18.598531;Stefana Batorego;35
6479;Batorego 37;Gdañsk;80-251;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.378053;18.597320;Stefana Batorego;37
6480;Augustyñskiego 1 (CKU);Gdañsk;80-819;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.342251;18.645800;Augustyñskiego;1
6481;Batorego 38;Gdañsk;80-251;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.378132;18.596734;Stefana Batorego;38
6482;Okopowa 15;Gdañsk;80-819;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.346821;18.646117;Okopowa;15
6483;Partyzantów 26B;Gdañsk;80-254;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.377961;18.602173;Partyzantów;26B
6484;K³¹dki 24;Gdañsk;80-822;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.346677;18.646905;K³adki;24
6485;Partyzantów 35;Gdañsk;80-254;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.378821;18.599997;Partyzantów;35
6486;Toruñska 6;Gdañsk;80-822;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.344375;18.648453;Toruñska;6
6487;Obywatelska 6;Gdañsk;80-254;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.379610;18.593660;Obywatelska ;6
6488;Toruñska 15;Gdañsk;80-747;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.342629;18.654997;Toruñska;15
6489;Topolowa 7 (III LO);Gdañsk;80-254;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.377151;18.595950;Topolowa ;7
6490;Toruñska 24;Gdañsk;80-747;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.341024;18.655371;Toruñska;24
6491;Podleœna Korty;Gdañsk;80-980;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.374220;18.590137;;
6492;Toruñska 27;Gdañsk;80-747;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.340438;18.656794;Toruñska ;27
6493;Podleœna 37;Gdañsk;80-255;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.375404;18.592393;Podleœna;37
6494;Szuwary 3;Gdañsk;80-764;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.343867;18.661924;Szuwary ;3
6495;Ko³¹taja 5-7;Gdañsk;80-262;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.380472;18.595744;Ko³¹taja;07-maj
6496;Jesionowa 18A;Gdañsk;80-261;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.380324;18.600463;Jesionowa ;18A
6497;O³owianka 9-13 (Muzeum Morskie);Gdañsk;80-751;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.350843;18.658988;O³owainka;13-wrz
6498;Zabytkowa 4;Gdañsk;80-253;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.377549;18.589171;Zabytkowa;4
6499;Szafarnia (Przystañ Jachtowa);Gdañsk;80-755;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.350093;18.660006;Szafarnia;
6500;Grunwaldzka 43-45;Gdañsk;80-241;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.375774;18.613162;Grunwaldzka ;43-45
6501;Szafarnia 5-8;Gdañsk;80-755;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.347679;18.660558;Szafarnia;08-maj
6502;Grunwaldzka 136-138;Gdañsk;80-264;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.380834;18.599962;Grunwaldzka ;136/138
6503;£¹kowa 61 (szko³a);Gdañsk;80-769;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.346649;18.663806;£¹kowa;61
6504;Stryjewskiego 13;Gdañsk;80-607;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.360263;18.708184;Stryjewskiego;13
6505;£¹kowa 1/2;Gdañsk;80-743;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.345209;18.663169;£¹kowa;02-sty
6506;Stryjewskiego 16-18-20;Gdañsk;80-611;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.360958;18.709917;;
6507;Œluza 6 (szko³a);Gdañsk;80-770;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.342081;18.657309;Œluza;6
6508;Stryjewskiego 37-39;Gdañsk;80-631;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.361216;18.718097;Stryjewskiego ;37-39
6509;Kurza 9;Gdañsk;80-742;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.339577;18.658080;Kurza;9
6510;Zimna 2/Stryjewskiego 9;Gdañsk;80-607;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.359099;18.708955;Zimna/Stryjewskiego;09-lut
6511;D³ugie Ogrody 11;Gdañsk;80-754;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.348050;18.662078;D³ugie Ogrody;11
6512;Zimna 7;Gdañsk;80-606;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.359158;18.708964;Zimna ;7
6513;D³ugie Ogrody 26;Gdañsk;80-765;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.347546;18.666623;D³ugie Ogrody;26
6514;Skiby 1/3;Gdañsk;80-617;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.360825;18.708777;Skiby;03-sty
6515;Ho¿a 1-3-5;Gdañsk;80-628;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.359566;18.712478;Ho¿a;2001-03-05
6516;Dziewanowskiego 4-5;Gdañsk;80-752;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.351409;18.663647;Dziewanowskiego;05-kwi
6517;Ho¿a 4;Gdañsk;80-628;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.359570;18.711947;Ho¿a;4
6518;Sienna Grobla (Przystañ Wodna);Gdañsk;80-760;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.359978;18.666038;Sienna Grobla;
6519;Ho¿a 6-10;Gdañsk;80-268;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.360269;18.712526;Ho¿a ;10-cze
6520;Na Stoku 43 (szko³a);Gdañsk;80-811;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.346187;18.642213;Na stoku;43
6521;Ho¿a 7;Gdañsk;80-628;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.360034;18.712672;Ho¿a;7
6522;Zaroœlak 14;Gdañsk;80-811;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.343440;18.643045;Zaroœlak;14
6523;Ho¿a 11ABC;Gdañsk;80-628;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.360876;18.714725;Ho¿a;11ABC
6524;Fundacyjna 7;Gdañsk;80-746;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.339334;18.653823;Fundacyjna;7
6525;Sempo³owskiej 17;Gdañsk;80-744;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.343014;18.663559;Sempo³owskiej;17
6526;Wrzosy 3;Gdañsk;80-618;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.363315;18.710772;Wrzosy;3
6527;Niska 2;Gdañsk;80-616;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.362771;18.708345;NIska;2
6528;Biskupia Góra (Komenda Policji);Gdañsk;;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.343731;18.638189;Biskupia górka;
6529;Polonusa 12;Gdañsk;80-609;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.359195; 18.707269;Polonusa;12
6530;U³añska 11;Gdañsk;80-745;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.344226;18.664764;U³añska;11
6531;Polonusa 24;Gdañsk;80-609;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.358827;18.710017;Polonusa ;24
6532;Sempo³owskiej 12;Gdañsk;80-744;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.342709;18.665101;Sempo³owskiej;12
6533;¯abi Kruk 15 (Przystañ Wodna);Gdañsk;80-822;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.342598;18.648597;Zabi Kruk;15
6534;Tamka 2;Gdañsk;80-609;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;18.705670;18.705670;Tamka ;2
6535;¯abi Kruk 5;Gdañsk;80-822;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.344751;18.649996;Zabi Kruk;5
6536;Szopy 2;Gdañsk;80-762;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.345859;18.661062;Szopy;2
6537;¯abi Kruk 2/Kocurki 1;Gdañsk;80-822;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.346023;18.650114;¯abi Kruk/Kocurki;01-lut
6538;Szopy 1;Gdañsk;80-762;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.346331;18.661201;Szopy ;1
6539;Szopy 3;Gdañsk;80-762;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.345052;18.661655;Szopy;3
6540;D³ugie Ogrody 4;Gdañsk;80-765;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.346803; 18.662516;D³ugie Ogrody;4
6541;Porêbskiego 48;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.320670;18.577517;Porêbskiego;48
6542;Za Murami 19a;Gdañsk;80-823;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.347634;18.650892;Za Murami;19a
6543;Porêbskiego 49;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.322354;18.573552;Porêbskiego;49
6544;Pocztowa 1 Z³obek;Gdañsk;80-827;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.348722;18.649752;Pocztowa;1
6545;Porêbskiego 41/43;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.321639;18.572793;Porêbskiego;41/43
6546;K³oczkowskiego 1,3,11;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.321413;18.573512;K³oczkowskiego;1,3,11
6547;Zamiejska 29-31;Gdañsk;80-036;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.334450;18.627995;Zamiejska;29-31
6548;K³oczkowskiego 7;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.321203;18.572439;K³oczkowskiego;7
6549;Spadzista 7;Gdañsk;80-811;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.343045;18.641519;Spadzista ;7
6550;Porêbskiego 66;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.322518;18.574988;Porêbskiego ;66
6551;Szopiñskiego 5;Gdañsk;80-772;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.337334;18.624211;Szopiñskiego;5
6552;Porêbskiego 70;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.322575;18.576309;Porêbskiego;70
6553;Jab³oñskiego 10;Gdañsk;80-766;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.335019;18.625799;Jab³oñskiego;10
6554;Wielkopolska 20 (Szko³a Podstawowa);Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.316606;18.589798;Wielkopolska;20
6555;Wielkopolska 63,65;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.309173;18.588696;Wielkopolska;63,65
6556;Jab³oñskiego 4;Gdañsk;80-766;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.336223;18.625684;Jab³oñskiego ;4
6557;Jab³oñskiego 6;Gdañsk;80-766;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.336065;18.625814;Jab³oñskiego;6
6558;Jab³oñskiego 7-9;Gdañsk;80-766;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.335752;18.626774;Jab³oñskiego;09-lip
6559;Guderskiego 1;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.316241;18.569449;Guderskiego;1
6560;Jab³oñskiego 21;Gdañsk;80-766;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.334582;18.628310;Jab³oñskiego ;21
6561;Guderskiego 4;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.314682;18.570639;Guderskiego;4
6562;Jab³oñskiego 26;Gdañsk;80-766;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.333339;18.625013;Jab³oñskiego;26
6563;Guderskiego 20-42;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.317334;18.568655;Guderskiego;20-42
6564;Guderskiego 24-42;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.319320;18.565974;Guderskiego;24-42
6565;Suchanka 4;Gdañsk;80-772;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.335091;18.624627;Suchanka;4
6566;Œwiêtokrzyska 130;Gdañsk;80-130;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.315406;18.572012;Œwiêtokrzyska ;130
6567;Suchanka 2;Gdañsk;80-772;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.335456;18.625738;Suchanka;2
6568;Olimpijska 13-19;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.306502;18.584780;Olimpijska;13-19
6569;Bergiela 2-4;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.317138;18.583466;Bergiela;04-lut
6570;Kielasa 1-3-5;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;4.305588;18.585127;Kielasa;2001-03-05
6571;Bergiela 4-6;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.317440;18.584264;Bergiela ;06-kwi
6572;Kielasa 7-9-11;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.304740;18.586628;Kielasa;2007-09-11
6573;Bergiela 5;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.317392;18.580970;Bergiela ;5
6574;Kielasa 18-22;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.304864;18.586862;Kielasa;18-22
6575;Bergiela 8A;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.317783;18.583766;Bergiela;8A
6576;Kielasa 12-14-16;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.304793;18.585423;Kielasa;12-14-16
6577;Bergiela 9;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.318832;18.582350;Bergiela;9
6578;Topazowa 1-3;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.311079;18.598833;Topazowa;03-sty
6579;Srebrna 9;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.313743;18.60370599999999;Srebrna;9
6580;Srebrna 14;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.314291;18.603653;Srebrna;14
6581;Porêbskiego 4 (szko³a Olipijczyk);Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.318742;18.578925;Porêbskiego ;4
6582;Srebrna 22;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.314710;18.602022;Srebrna;22
6583;Porêbskiego 25-27-29;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.319604;18.577176;Porêbskiego;25-27-29
6584;Srebrna 24;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.315323;18.601806;Srebrna;24
6585;Srebrna 28;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.315837;18.600920;Srebrna;28
6586;Porêbskiego 34;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.319339;18.579765;Porêbskiego ;34
6587;Kampinowska 16;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.316255;18.600998;Kampinowska ;16
6588;Porêbskiego 36-42;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.319921;18.579494;Porêbskiego;36-42
6589;Kolorowa 9;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.312302;18.603571;Kolorowa;9
6590;Porêbskiego 16;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.318701;18.578654;Porêbskiego;16
6591;Kolorowa 11;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.312427;18.604222;Kolorowa;11
6592;Porêbskiego 15;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.318764;18.582840;Porêbskiego;15
6593;Kolorowa 25;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.311821;18.603381;Kolorowa;25
6594;Porêbskiego 31;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.319602;18.577176;Porêbskiego;31
6595;D¹bka 2;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.321909;18.586061;D¹bka;2
6596;Porêbskiego 50;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.321090;18.575821;Porêbskiego;50
6597;Podleckiego 3;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.308163;18.593313;Podleckiego;3
6598;Porêbskiego 52;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.321429;18.576198;Porêbskiego;52
6599;Porêbskiego 58;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.322126;18.574939;Porêbskiego;58
6600;Kazimierza Wielkiego 45;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.300587;18.609973;Kazimierza Wielkiego;45
6601;Hokejowa 14;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.308638;18.593401;Hokejowa;14
6602;Hokejowa 16;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.308620;18.594950;Hokejowa;16
6603;Starogardzka 79;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.301227;18.607355;Starogardzka;79
6604;£ucznicza 9;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.307309;18.592344;£ucznicza;9
6605;Jagie³³y 3;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.303718;18.613805;Jagie³³y;3
6606;Przemian 13;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.307170;18.607917;Przemian;13
6607;Olimpijska 25;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.305949;18.585825;Olimpijska;25
6608;Olimpijska 56;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.308859; 18.590192;Olimpijska;56
6609;Olimpijska 52-54;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.308992;18.591171;Olimpijska;52-54
6610;Dulina 2,4,6;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.321973;18.577389;Dulina;2,4,6
6611;Tenisowa 4;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.304777; 18.581581;Tenisowa;4
6612;Jaworzniaków 19;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.317317;18.573163;Jaworzniaków;19
6613;Podleckiego 1;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.308434;18.593021;Podleckiego;1
6614;Jaworzniaków 18;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.317370;18.572767;Jaworzniaków ;18
6615;Jaworzniaków 40-50;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.316061;18.575085;Jaworzniaków;40-50
